Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_90s,stats_Gls,stats_Gls2,stats_Ast,stats_Ast2,stats_G+A,stats_G+A2,stats_G-PK,stats_G-PK2,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_G+A-PK,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Age,passing_Born,passing_90s,passing_TotDist,passing_PrgDist,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_GCA,gca_GCA90,defense_Age,defense_Born,defense_90s,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Lucas Hernández,uy URU,DF,Peñarol,Primera Division Uruguay,30,1992,29,25,23.3,1,0.04,0,0.0,1,0.04,1,0.04,0,0,4,0,0.04,30,1992,23.3,-0.0947228025091405,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,1992,23.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30,1992,23.3,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1992,23.3,0.0,0.0,0.0,0.0,30,1992,23.3,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1992,23.3,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1992,29,72,63.1,23.3,25,78,12,4,39,4,1.72,34,19,15,0.64,30,1992,23.3,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Roberto Hernández,uy URU,DF,La Luz FC,Primera Division Uruguay,28,1994,14,12,12.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,28,1994,12.1,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,1994,12.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28,1994,12.1,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1994,12.1,0.0,0.0,0.0,0.0,28,1994,12.1,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1994,12.1,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1994,14,78,32.6,12.1,12,84,9,2,38,2,1.29,17,21,-4,-0.33,28,1994,12.1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nahuel Herrera,uy URU,DF,Peñarol,Primera Division Uruguay,18,2004,5,3,3.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,18,2004,3.6,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,2004,3.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18,2004,3.6,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,3.6,0.0,0.0,0.0,0.0,18,2004,3.6,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,3.6,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,5,65,9.8,3.6,3,79,2,2,45,9,1.2,5,5,0,0.0,18,2004,3.6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Robert Herrera,uy URU,"DF,MF",Maldonado,Primera Division Uruguay,33,1989,10,10,10.0,1,0.1,0,0.0,1,0.1,1,0.1,0,0,0,0,0.1,33,1989,10.0,-0.0947228025091405,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,33,1989,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,1989,10.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1989,10.0,0.0,0.0,0.0,0.0,33,1989,10.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1989,10.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1989,10,90,27.0,10.0,10,90,10,0,0,19,0.8,11,21,-10,-1.0,33,1989,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Santiago Homenchenko,uy URU,MF,Peñarol,Primera Division Uruguay,19,2003,22,9,9.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,7,0,0.0,19,2003,9.5,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19,2003,9.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19,2003,9.5,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2003,9.5,0.0,0.0,0.0,0.0,19,2003,9.5,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2003,9.5,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2003,22,39,25.6,9.5,9,65,2,13,21,7,1.71,13,11,2,0.21,19,2003,9.5,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Salvador Ichazo,uy URU,GK,Nacional,Primera Division Uruguay,31,1992,15,15,15.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,31,1992,15.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31,1992,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,31,1992,15.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1992,15.0,0.0,0.0,0.0,0.0,31,1992,15.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1992,15.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1992,15,90,40.5,15.0,15,90,15,0,0,22,1.53,23,17,6,0.4,31,1992,15.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
José Ignacio Álvarez,uy URU,"FW,MF",Torque,Primera Division Uruguay,28,1994,33,27,26.5,1,0.04,0,0.0,1,0.04,1,0.04,0,0,1,0,0.04,28,1994,26.5,-0.0947228025091405,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,1994,26.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28,1994,26.5,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1994,26.5,0.0,0.0,0.0,0.0,28,1994,26.5,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1994,26.5,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1994,33,72,71.7,26.5,27,82,16,6,30,0,1.18,31,37,-6,-0.23,28,1994,26.5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Juan Ignacio Ramírez,uy URU,FW,Nacional,Primera Division Uruguay,25,1997,34,27,23.8,18,0.76,0,0.0,18,0.76,13,0.55,5,5,5,0,0.55,25,1997,23.8,6.762378201487145,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,25,1997,23.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25,1997,23.8,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,23.8,0.0,0.0,0.0,0.0,25,1997,23.8,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,23.8,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,34,63,64.3,23.8,27,72,7,7,27,0,1.79,43,21,22,0.92,25,1997,23.8,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Luciano Inverso,uy URU,FW,Nacional,Primera Division Uruguay,17,2005,1,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,17,2005,0.1,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,2005,0.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17,2005,0.1,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,0.1,0.0,0.0,0.0,0.0,17,2005,0.1,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,0.1,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,1,13,0.4,0.1,0,0,0,1,13,4,1.0,0,0,0,0.0,17,2005,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Juan Izquierdo,uy URU,DF,Liverpool,Primera Division Uruguay,25,1997,27,25,24.3,2,0.08,0,0.0,2,0.08,2,0.08,0,0,9,3,0.08,25,1997,24.3,0.30863608007887633,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,1997,24.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25,1997,24.3,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,24.3,0.0,0.0,0.0,0.0,25,1997,24.3,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,24.3,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,27,81,65.6,24.3,25,85,17,2,28,4,2.0,36,18,18,0.74,25,1997,24.3,9,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pablo Javier García,uy URU,MF,River Plate,Primera Division Uruguay,23,1999,28,15,16.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,5,0,0.0,23,1999,16.4,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,1999,16.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23,1999,16.4,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1999,16.4,0.0,0.0,0.0,0.0,23,1999,16.4,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1999,16.4,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1999,28,53,44.3,16.4,15,72,2,13,31,8,1.25,17,14,3,0.18,23,1999,16.4,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Juan Jorge,uy URU,MF,Defensor,Primera Division Uruguay,18,2004,1,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,18,2004,0.2,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,2004,0.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18,2004,0.2,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,0.2,0.0,0.0,0.0,0.0,18,2004,0.2,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,0.2,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,1,15,0.5,0.2,0,0,0,1,15,17,3.0,1,0,1,6.0,18,2004,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Martín Jourdan,uy URU,DF,Plaza Colonia,Primera Division Uruguay,21,2001,2,0,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,21,2001,0.6,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,2001,0.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,2001,0.6,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,0.6,0.0,0.0,0.0,0.0,21,2001,0.6,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,0.6,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,2,25,1.5,0.6,0,0,0,2,25,7,1.0,1,2,-1,-1.8,21,2001,0.6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Maximiano Juambeltz,uy URU,FW,Fénix,Primera Division Uruguay,20,2002,14,10,9.5,2,0.21,0,0.0,2,0.21,2,0.21,0,0,1,0,0.21,20,2002,9.5,0.30863608007887633,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,2002,9.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20,2002,9.5,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,9.5,0.0,0.0,0.0,0.0,20,2002,9.5,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,9.5,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,14,61,25.7,9.5,10,74,3,4,28,1,1.14,7,9,-2,-0.21,20,2002,9.5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Facundo Kidd,uy URU,FW,River Plate,Primera Division Uruguay,25,1997,23,15,14.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,5,0,0.0,25,1997,14.7,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,1997,14.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25,1997,14.7,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,14.7,0.0,0.0,0.0,0.0,25,1997,14.7,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,14.7,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,23,58,39.8,14.7,15,76,7,8,24,11,1.3,12,15,-3,-0.2,25,1997,14.7,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pablo Lacoste,uy URU,DF,Cerro,Primera Division Uruguay,35,1988,27,27,26.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,5,0,0.0,35,1988,26.5,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35,1988,26.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35,1988,26.5,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1988,26.5,0.0,0.0,0.0,0.0,35,1988,26.5,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1988,26.5,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1988,27,88,71.6,26.5,27,88,26,0,0,8,1.3,21,21,0,0.0,35,1988,26.5,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fernando Laforia,uy URU,GK,Wanderers,Primera Division Uruguay,35,1987,2,1,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,35,1987,1.2,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35,1987,1.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35,1987,1.2,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1987,1.2,0.0,0.0,0.0,0.0,35,1987,1.2,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1987,1.2,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1987,2,53,3.2,1.2,1,90,1,1,16,33,1.5,1,3,-2,-1.7,35,1987,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ignacio Laquintana,uy URU,MF,Peñarol,Primera Division Uruguay,23,1999,9,8,7.5,1,0.13,0,0.0,1,0.13,1,0.13,0,0,1,0,0.13,23,1999,7.5,-0.0947228025091405,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,1999,7.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23,1999,7.5,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1999,7.5,0.0,0.0,0.0,0.0,23,1999,7.5,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1999,7.5,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1999,9,75,20.2,7.5,8,80,4,1,34,0,2.22,13,5,8,1.07,23,1999,7.5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Joaquín Lavega,uy URU,FW,River Plate,Primera Division Uruguay,17,2005,29,18,17.3,1,0.06,0,0.0,1,0.06,1,0.06,0,0,2,0,0.06,17,2005,17.3,-0.0947228025091405,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,2005,17.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17,2005,17.3,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,17.3,0.0,0.0,0.0,0.0,17,2005,17.3,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,17.3,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,29,54,46.7,17.3,18,73,3,11,22,2,1.34,14,13,1,0.06,17,2005,17.3,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ignacio Lema,uy URU,MF,Racing,Primera Division Uruguay,20,2003,1,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,20,2003,0.1,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,2003,0.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20,2003,0.1,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2003,0.1,0.0,0.0,0.0,0.0,20,2003,0.1,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2003,0.1,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2003,1,6,0.2,0.1,0,0,0,1,6,2,1.0,0,0,0,0.0,20,2003,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sebastián Lentinelly,uy URU,GK,Liverpool,Primera Division Uruguay,25,1997,7,7,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,25,1997,7.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,1997,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25,1997,7.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,7.0,0.0,0.0,0.0,0.0,25,1997,7.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,7.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1997,7,90,18.9,7.0,7,90,7,0,0,13,1.29,12,11,1,0.14,25,1997,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Elías de León,uy URU,MF,Maldonado,Primera Division Uruguay,17,2005,16,7,5.8,3,0.52,0,0.0,3,0.52,3,0.52,0,0,2,0,0.52,17,2005,5.8,0.7119949626668931,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,2005,5.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17,2005,5.8,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,5.8,0.0,0.0,0.0,0.0,17,2005,5.8,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,5.8,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,16,33,15.6,5.8,7,61,0,9,10,4,1.06,6,7,-1,-0.17,17,2005,5.8,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
